row_index,born,bornCity,bornCountry,bornCountryCode,died,diedCountry,diedCountryCode,firstname,gender,id,surname
605,1874-11-30,Woodstock,United Kingdom,GB,1965-01-24,United Kingdom,GB,Sir Winston Leonard Spencer,male,624,Churchill
606,1899-07-21,"Oak Park, IL",USA,US,1961-07-02,USA,US,Ernest Miller,male,625,Hemingway
607,1902-04-23,Reykjavik,Iceland,IS,1998-02-08,Iceland,IS,Halldór Kiljan,male,626,Laxness
608,1881-12-24,Moguer,Spain,ES,1958-05-29,Puerto Rico,PR,Juan Ramón,male,627,Jiménez
609,1913-11-07,Mondovi,French Algeria (now Algeria),DZ,1960-01-04,France,FR,Albert,male,628,Camus
610,1890-02-10,Moscow,Russia,RU,1960-05-30,Russia,RU,Boris Leonidovich,male,629,Pasternak
611,1901-08-20,Modica,Italy,IT,1968-06-14,Italy,IT,Salvatore,male,630,Quasimodo
612,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,GP,1975-09-20,France,FR,Saint-John,male,631,Perse
613,1892-10-10,Dolac,Bosnia (now Bosnia and Herzegovina),BA,1975-03-13,Yugoslavia (now Serbia),RS,Ivo,male,633,Andric
614,1902-02-27,"Salinas, CA",USA,US,1968-12-20,USA,US,John,male,634,Steinbeck
615,1900-03-13,Smyrna (now Izmir),Ottoman Empire (now Turkey),TR,1971-09-20,Greece,GR,Giorgos,male,635,Seferis
616,1905-06-21,Paris,France,FR,1980-04-15,France,FR,Jean-Paul,male,637,Sartre
617,1905-05-24,Veshenskaya,Russia,RU,1984-02-21,USSR,RU,Mikhail Aleksandrovich,male,638,Sholokhov
618,1888-07-17,Buczacz (now Buchach),Austria-Hungary (now Ukraine),UA,1970-02-17,Israel,IL,Shmuel Yosef,male,639,Agnon
619,1891-12-10,Berlin,Germany,DE,1970-05-12,Sweden,SE,Nelly,female,640,Sachs
620,1899-10-19,Guatemala City,Guatemala,GT,1974-06-09,Spain,ES,Miguel Angel,male,641,Asturias
621,1899-06-11,Osaka,Japan,JP,1972-04-16,Japan,JP,Yasunari,male,642,Kawabata
622,1906-04-13,Dublin,Ireland,IE,1989-12-22,France,FR,Samuel,male,643,Beckett
623,1918-12-11,Kislovodsk,Russia,RU,2008-08-03,Russia,RU,Aleksandr Isayevich,male,644,Solzhenitsyn
624,1904-07-12,Parral,Chile,CL,1973-09-23,Chile,CL,Pablo,male,645,Neruda
625,1917-12-21,Cologne,Germany,DE,1985-07-16,West Germany (now Germany),DE,Heinrich,male,647,Böll
626,1912-05-28,London,United Kingdom,GB,1990-09-30,Australia,AU,Patrick,male,648,White
627,1900-07-29,Svartbjörnsbyn,Sweden,SE,1976-08-25,Sweden,SE,Eyvind,male,649,Johnson
628,1904-05-06,Jämshög,Sweden,SE,1978-02-11,Sweden,SE,Harry,male,650,Martinson
629,1896-10-12,Genoa,Italy,IT,1981-09-12,Italy,IT,Eugenio,male,651,Montale
630,1915-06-10,Montreal,Canada,CA,2005-04-05,USA,US,Saul,male,652,Bellow
631,1898-04-26,Sevilla,Spain,ES,1984-12-14,Spain,ES,Vicente,male,653,Aleixandre
632,1904-07-14,Leoncin,Russian Empire (now Poland),PL,1991-07-24,USA,US,Isaac Bashevis,male,654,Singer
633,1911-11-02,Iráklion,Crete (now Greece),GR,1996-03-18,Greece,GR,Odysseus,male,655,Elytis
634,1911-06-30,&#346;eteniai,Russian Empire (now Lithuania),LT,2004-08-14,Poland,PL,Czeslaw,male,657,Milosz
635,1905-07-25,Ruse,Bulgaria,BG,1994-08-14,Switzerland,CH,Elias,male,658,Canetti
636,1927-03-06,Aracataca,Colombia,CO,2014-04-17,Mexico,MX,Gabriel,male,659,García Márquez
637,1911-09-19,St. Columb Minor,United Kingdom,GB,1993-06-19,United Kingdom,GB,William,male,660,Golding
638,1901-09-23,Prague,Austria-Hungary (now Czech Republic),CZ,1986-01-10,Czechoslovakia,CZ,Jaroslav,male,661,Seifert
639,1913-10-10,Tananarive (now Antananarivo),Madagascar,MG,2005-07-06,France,FR,Claude,male,662,Simon
640,1934-07-13,Abeokuta,Nigeria,NG,0000-00-00,,,Wole,male,663,Soyinka
641,1940-05-24,Leningrad (now Saint Petersburg),USSR (now Russia),RU,1996-01-28,USA,US,Joseph,male,664,Brodsky
642,1911-12-11,Cairo,Egypt,EG,2006-08-30,Egypt,EG,Naguib,male,665,Mahfouz
643,1916-05-11,Iria Flavia,Spain,ES,2002-01-17,Spain,ES,Camilo José,male,666,Cela
644,1914-03-31,Mexico City,Mexico,MX,1998-04-19,Mexico,MX,Octavio,male,667,Paz
645,1923-11-20,Springs,South Africa,ZA,2014-07-13,South Africa,ZA,Nadine,female,668,Gordimer
646,1930-01-23,Castries,Saint Lucia,LC,2017-03-17,Saint Lucia,LC,Derek,male,669,Walcott
647,1931-02-18,"Lorain, OH",USA,US,0000-00-00,,,Toni,female,670,Morrison
648,1935-01-31,Uchiko,Japan,JP,0000-00-00,,,Kenzaburo,male,671,Oe
649,1939-04-13,Casteldàwson,Northern Ireland,GB,2013-08-30,Ireland,IE,Seamus,male,672,Heaney
650,1923-07-02,Bnin (now Kórnik),Poland,PL,2012-02-01,Poland,PL,Wislawa,female,673,Szymborska
651,1926-03-24,Leggiuno-Sangiano,Italy,IT,2016-10-13,Italy,IT,Dario,male,674,Fo
652,1922-11-16,Azinhaga,Portugal,PT,2010-06-18,Spain,ES,José,male,675,Saramago
653,1927-10-16,Danzig (now Gdansk),Free City of Danzig (now Poland),PL,2015-04-13,Germany,DE,Günter,male,676,Grass
654,1895-03-03,Oslo,Norway,NO,1973-01-31,Norway,NO,Ragnar,male,677,Frisch
655,1903-04-12,the Hague,the Netherlands,NL,1994-06-09,the Netherlands,NL,Jan,male,678,Tinbergen
656,1915-05-15,"Gary, IN",USA,US,2009-12-13,USA,US,Paul A.,male,679,Samuelson
657,1901-04-30,Pinsk,Russian Empire (now Belarus),BY,1985-07-08,USA,US,Simon,male,680,Kuznets
658,1904-04-08,Warwick,United Kingdom,GB,1989-05-20,United Kingdom,GB,John R.,male,681,Hicks
659,1921-08-23,"New York, NY",USA,US,2017-02-21,USA,US,Kenneth J.,male,682,Arrow
660,1906-08-05,St. Petersburg,Russia,RU,1999-02-05,USA,US,Wassily,male,683,Leontief
661,1898-12-06,Skattungbyn,Sweden,SE,1987-05-17,Sweden,SE,Gunnar,male,684,Myrdal
662,1899-05-08,Vienna,Austria,AT,1992-03-23,Germany,DE,Friedrich August,male,685,von Hayek
663,1912-01-19,St. Petersburg,Russian Empire (now Russia),RU,1986-04-07,USSR (now Russia),RU,Leonid Vitaliyevich,male,686,Kantorovich
664,1910-08-28,'s Graveland,the Netherlands,NL,1985-02-26,USA,US,Tjalling C.,male,687,Koopmans
665,1912-07-31,"Brooklyn, NY",USA,US,2006-11-16,USA,US,Milton,male,688,Friedman
666,1899-04-23,Klippan,Sweden,SE,1979-08-03,Sweden,SE,Bertil,male,689,Ohlin
667,1907-06-23,Swanage,United Kingdom,GB,1995-12-22,United Kingdom,GB,James E.,male,690,Meade
668,1916-06-15,"Milwaukee, WI",USA,US,2001-02-09,USA,US,Herbert A.,male,691,Simon
669,1902-04-30,"Arlington, SD",USA,US,1998-02-26,USA,US,Theodore W.,male,692,Schultz
670,1915-01-23,Castries,British West Indies (now Saint Lucia),LC,1991-06-15,Barbados,BB,Sir Arthur,male,693,Lewis
671,1920-09-14,"Omaha, NE",USA,US,2013-10-20,USA,US,Lawrence R.,male,694,Klein
672,1918-03-05,"Champaign, IL",USA,US,2002-03-11,USA,US,James,male,695,Tobin
673,1911-01-17,"Renton, WA",USA,US,1991-12-01,USA,US,George J.,male,696,Stigler
674,1921-07-04,Calais,France,FR,2004-12-31,France,FR,Gerard,male,697,Debreu
675,1913-08-30,London,United Kingdom,GB,1991-12-06,United Kingdom,GB,Richard,male,698,Stone
676,1918-06-18,Rome,Italy,IT,2003-09-25,USA,US,Franco,male,699,Modigliani
677,1919-10-03,"Murfreesboro, TN",USA,US,2013-01-09,USA,US,James M.,male,700,Buchanan Jr.
678,1924-08-23,"Brooklyn, NY",USA,US,0000-00-00,,,Robert M.,male,701,Solow
679,1911-05-31,Paris,France,FR,2010-10-09,France,FR,Maurice,male,702,Allais
680,1911-12-13,Skedsmo,Norway,NO,1999-07-26,Norway,NO,Trygve,male,703,Haavelmo
681,1927-08-24,"Chicago, IL",USA,US,0000-00-00,,,Harry M.,male,704,Markowitz
682,1923-05-16,"Boston, MA",USA,US,2000-06-03,USA,US,Merton H.,male,705,Miller
683,1934-06-16,"Boston, MA",USA,US,0000-00-00,,,William F.,male,706,Sharpe
684,1910-12-29,Willesden,United Kingdom,GB,2013-09-02,USA,US,Ronald H.,male,707,Coase
685,1930-12-02,"Pottsville, PA",USA,US,2014-05-03,USA,US,Gary S.,male,708,Becker
686,1927-07-01,"New York, NY",USA,US,2013-06-11,USA,US,Robert W.,male,709,Fogel
687,1920-11-05,"Cambridge, MA",USA,US,2015-11-23,USA,US,Douglass C.,male,710,North
688,1920-05-29,Budapest,Hungary,HU,2000-08-09,USA,US,John C.,male,711,Harsanyi
689,1928-06-13,"Bluefield, WV",USA,US,2015-05-23,USA,US,John F.,male,712,Nash Jr.
690,1930-10-05,Breslau (now Wroclaw),Germany (now Poland),PL,2016-08-23,Poland,PL,Reinhard,male,713,Selten
691,1937-09-15,"Yakima, WA",USA,US,0000-00-00,,,Robert E.,male,714,Lucas Jr.
692,1936-07-05,Minnigaff,Scotland,GB,0000-00-00,,,James A.,male,715,Mirrlees
693,1914-06-21,"Victoria, BC",Canada,CA,1996-10-11,USA,US,William,male,716,Vickrey
694,1944-07-31,"New York, NY",USA,US,0000-00-00,,,Robert C.,male,717,Merton
695,1941-07-01,"Timmins, ON",Canada,CA,0000-00-00,,,Myron S.,male,718,Scholes
696,1933-11-03,Santiniketan,India,IN,0000-00-00,,,Amartya,male,719,Sen
697,1932-10-24,"Kingston, ON",Canada,CA,0000-00-00,,,Robert A.,male,720,Mundell
698,1908-10-23,Leningrad (now Saint Petersburg),Russia,RU,1990-06-22,USSR (now Russia),RU,Il´ja Mikhailovich,male,721,Frank
699,1923-01-25,Uppsala,Sweden,SE,0000-00-00,,,Arvid,male,722,Carlsson
700,1925-12-11,"New York, NY",USA,US,0000-00-00,,,Paul,male,723,Greengard
701,1929-11-07,Vienna,Austria,AT,0000-00-00,,,Eric R.,male,724,Kandel
702,1925-12-03,Mokpo,Korea (now South Korea),KR,2009-08-18,,,Kim,male,725,Dae-jung
703,1930-03-15,"Vitebsk, Belorussia",USSR (now Belarus),BY,0000-00-00,,,Zhores I.,male,726,Alferov
704,1928-08-25,Weimar,Germany,DE,0000-00-00,,,Herbert,male,727,Kroemer
705,1923-11-08,"Jefferson City, MO",USA,US,2005-06-20,USA,US,Jack S.,male,728,Kilby
706,1936-01-22,"Sioux City, IA",USA,US,0000-00-00,,,Alan J.,male,729,Heeger
707,1927-04-14,Masterton,New Zealand,NZ,2007-02-07,USA,US,Alan G.,male,730,MacDiarmid
708,1936-08-20,Tokyo,Japan,JP,0000-00-00,,,Hideki,male,731,Shirakawa
709,1944-04-19,"Chicago, IL",USA,US,0000-00-00,,,James J.,male,732,Heckman
710,1937-07-29,"Raleigh, NC",USA,US,0000-00-00,,,Daniel L.,male,733,McFadden
711,1940-01-04,Ganzhou,China,CN,0000-00-00,,,Gao,male,734,Xingjian
712,1939-10-30,"Los Angeles, CA",USA,US,0000-00-00,,,Leland H.,male,735,Hartwell
713,1943-02-19,Neston,United Kingdom,GB,0000-00-00,,,Tim,male,736,Hunt
714,1949-01-25,Norwich,United Kingdom,GB,0000-00-00,,,Sir Paul M.,male,737,Nurse
715,1961-12-19,"Palo Alto, CA",USA,US,0000-00-00,,,Eric A.,male,738,Cornell
716,1957-10-21,Heidelberg,West Germany (now Germany),DE,0000-00-00,,,Wolfgang,male,739,Ketterle
717,1951-03-26,"Corvallis, OR",USA,US,0000-00-00,,,Carl E.,male,740,Wieman
718,1917-06-01,"Taunton, MA",USA,US,2012-06-13,USA,US,William S.,male,741,Knowles
719,1938-09-03,Kobe,Japan,JP,0000-00-00,,,Ryoji,male,742,Noyori
720,1941-04-28,"Philadelphia, PA",USA,US,0000-00-00,,,K. Barry,male,743,Sharpless
721,1940-06-17,"New Haven, CT",USA,US,0000-00-00,,,George A.,male,744,Akerlof
722,1943-00-00,"Montclair, NJ",USA,US,0000-00-00,,,A. Michael,male,745,Spence
723,1943-02-09,"Gary, IN",USA,US,0000-00-00,,,Joseph E.,male,746,Stiglitz
724,1932-08-17,,Trinidad,TT,0000-00-00,,,Sir Vidiadhar Surajprasad,male,747,Naipaul
725,0000-00-00,,,,0000-00-00,,,United Nations (U.N.),org,748,
726,1938-04-08,Kumasi,Gold Coast (now Ghana),GH,0000-00-00,,,Kofi,male,749,Annan
727,1927-01-13,Germiston,South Africa,ZA,0000-00-00,,,Sydney,male,750,Brenner
728,1947-05-08,"Chicago, IL",USA,US,0000-00-00,,,H. Robert,male,751,Horvitz
729,1942-03-27,Cambridge,United Kingdom,GB,2018-03-06,,,John E.,male,752,Sulston
730,1914-10-14,"Washington, DC",USA,US,2006-05-31,USA,US,Raymond,male,753,Davis Jr.
731,1926-09-19,Toyohashi,Japan,JP,0000-00-00,,,Masatoshi,male,754,Koshiba
732,1931-10-06,Genoa,Italy,IT,0000-00-00,,,Riccardo,male,755,Giacconi
